petal_id,device_loc,pos_id,pos_calib_index,time_recorded,bus_id,length_r1,length_r2,offset_x,offset_y,offset_t,offset_p,physical_range_t,physical_range_p,gear_calib_t,gear_calib_p,total_limit_seeks_t,total_limit_seeks_p,last_primary_hardstop_dir_t,last_primary_hardstop_dir_p,keepout_expansion_phi_radial,keepout_expansion_phi_angular,keepout_expansion_theta_radial,keepout_expansion_theta_angular,classified_as_retracted,site,calib_note,fiber_intact,device_classified_nonfunctional,zeno_motor_p,sz_cw_p,sz_ccw_p,zeno_motor_t,sz_cw_t,sz_ccw_t,petal_loc,location,offset_x_cs5,offset_y_cs5
4,418,M05237,51,2021-06-25 21:37:32.932420+00:00,can17,2.9786,3.0876,393.9494,23.3464,11.9009522950095,0.380651528937179,390.723359782337,189.297065137674,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 393.9494, 'LENGTH_R2': 3.0876, 'OFFSET_Y': 23.3464, 'LENGTH_R1': 2.9786}",True,False,,,,,,,0,418,-99.44313303761552,-381.29673630071466
4,134,M06019,52,2021-06-25 21:37:32.932420+00:00,can13,2.9836,3.0236,173.8955,95.7518,-62.8258584820498,-1.46586025851604,393.777700184839,188.764319065606,1.0,1.0,89.0,87.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 173.8955, 'LENGTH_R2': 3.0236, 'OFFSET_Y': 95.7518, 'LENGTH_R1': 2.9836}",True,False,,,,,,,0,134,37.353367470876464,-194.88840131947194
4,494,M06157,51,2021-06-25 21:37:32.932420+00:00,can14,3.0273,3.0329,341.6083,167.804,129.423300644051,-0.263075222320165,392.770754162688,186.521604774735,1.0,1.0,87.0,85.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 341.6083, 'LENGTH_R2': 3.0329, 'OFFSET_Y': 167.804, 'LENGTH_R1': 3.0273}",True,False,,,,,,,0,494,53.92326339248884,-376.26701401837096
4,423,M04130,57,2021-06-25 21:37:32.932420+00:00,can17,3.0945,3.0855,367.4905,68.4467,-70.8251308382215,0.244684837280751,392.27695369351,190.17611417516,1.0,1.0,163.0,163.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 367.4905, 'LENGTH_R2': 3.0855, 'OFFSET_Y': 68.4467, 'LENGTH_R1': 3.0945}",True,False,,,,,,,0,423,-48.444121706925536,-370.161666877399
4,519,M04014,51,2021-06-25 21:37:32.932420+00:00,can16,2.9612,3.0588,383.83,131.7533,-75.4020155073192,4.25445304055857,389.409061611184,198.947448609049,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 383.83, 'LENGTH_R2': 3.0588, 'OFFSET_Y': 131.7533, 'LENGTH_R1': 2.9612}",True,False,,,,,,,0,519,6.634107561838836,-405.1487488452277
4,508,M03164,51,2021-06-25 21:37:32.932420+00:00,can14,2.9271,3.1007,362.6452,149.8134,51.6913971947412,-0.396514523557078,391.559869897231,193.784714593722,1.0,1.0,197.0,201.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 362.6452, 'LENGTH_R2': 3.1007, 'OFFSET_Y': 149.8134, 'LENGTH_R1': 2.9271}",True,False,,,,,,,0,508,30.332557324253486,-390.65366620652327
4,522,M05252,38,2021-06-25 21:37:32.932420+00:00,can16,3.0314,3.0687,368.0734,158.8231,-0.0606857825728184,2.02749162865868,390.92136227057,194.725108547675,1.0,1.0,174.0,175.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 368.0734, 'LENGTH_R2': 3.0687, 'OFFSET_Y': 158.8231, 'LENGTH_R1': 3.0314}",True,False,,,,,,,0,522,37.209130846192195,-398.56641266915904
4,181,M05781,52,2021-06-25 21:37:32.932420+00:00,can12,3.0207,3.0666,246.9227,41.3974,52.2830673115228,2.14750829682263,393.922025781679,191.44696250026,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 246.9227, 'LENGTH_R2': 3.0666, 'OFFSET_Y': 41.3974, 'LENGTH_R1': 3.0207}",True,False,,,,,,,0,181,-36.898797510087824,-247.44847752334468
4,505,M03839,51,2021-06-25 21:37:32.932420+00:00,can16,3.0181,3.0292,378.376,122.6763,-1.85851248973978,1.65489590998876,393.444686858909,189.89439807684,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 378.376, 'LENGTH_R2': 3.0292, 'OFFSET_Y': 122.6763, 'LENGTH_R1': 3.0181}",True,False,,,,,,,0,505,-0.30015617443159975,-397.1908378020015
4,122,M06020,52,2021-06-25 21:37:32.932420+00:00,can13,2.9993,3.0208,163.4708,95.7387,2.7636190743247,-1.14539135035017,394.979194457919,189.25575550789,1.0,1.0,89.0,87.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 163.4708, 'LENGTH_R2': 3.0208, 'OFFSET_Y': 95.7387, 'LENGTH_R1': 2.9993}",True,False,,,,,,,0,122,40.5666616644639,-184.97985864266053
4,382,M06158,51,2021-06-25 21:37:32.932420+00:00,can15,3.0577,3.0575,335.9208,86.4631,83.9719639551001,-1.94599049764576,392.63468860072,191.328302447967,1.0,1.0,87.0,85.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 335.9208, 'LENGTH_R2': 3.0575, 'OFFSET_Y': 86.4631, 'LENGTH_R1': 3.0577}",True,False,,,,,,,0,382,-21.57898847761638,-345.80411960869543
4,467,M04134,51,2021-06-25 21:37:32.932420+00:00,can16,3.0122,3.0853,378.1687,86.5462,-104.190338587779,-2.81810115113533,392.513532182611,188.399695719263,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 378.1687, 'LENGTH_R2': 3.0853, 'OFFSET_Y': 86.5462, 'LENGTH_R1': 3.0122}",True,False,,,,,,,0,467,-34.54956890153851,-385.85878150783515
4,202,M07501,52,2021-06-25 21:37:32.932420+00:00,can12,3.0249,2.9968,226.0575,95.649,-131.73351919844,-2.51162315149197,391.850513388569,186.502513684779,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 226.0575, 'LENGTH_R2': 2.9968, 'OFFSET_Y': 95.649, 'LENGTH_R1': 3.0249}",True,False,,,,,,,0,202,21.117332151739216,-244.39994647548454
4,416,M05344,51,2021-06-25 21:37:32.932420+00:00,can17,2.8923,3.079,404.6351,5.2826,-72.5304854063133,-3.24148642697403,392.280424949851,191.129006799021,1.0,1.0,167.0,167.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 404.6351, 'LENGTH_R2': 3.079, 'OFFSET_Y': 5.2826, 'LENGTH_R1': 2.8923}",True,False,,,,,,,0,416,-119.89016824024651,-385.8321138909912
4,138,M05782,52,2021-06-25 21:37:32.932420+00:00,can12,3.0395,3.1245,226.1135,23.3134,-27.499253653205,2.58074264266913,392.650741446971,189.863852706083,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 226.1135, 'LENGTH_R2': 3.1245, 'OFFSET_Y': 23.3134, 'LENGTH_R1': 3.0395}",True,False,,,,,,,0,138,-47.655720551270775,-222.09877342598097
4,490,M03559,51,2021-06-25 21:37:32.932420+00:00,can16,2.9951,3.0261,362.5437,131.6901,27.1646537210253,1.01723356054552,392.657706240351,192.03735472644,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 362.5437, 'LENGTH_R2': 3.0261, 'OFFSET_Y': 131.6901, 'LENGTH_R1': 2.9951}",True,False,,,,,,,0,490,13.153097938989028,-384.97609018251245
4,466,M03627,51,2021-06-25 21:37:32.932420+00:00,can17,3.1493,3.0172,383.4607,77.5038,140.131672813537,-7.69321623677405,394.653382918059,186.138528273184,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 383.4607, 'LENGTH_R2': 3.0172, 'OFFSET_Y': 77.5038, 'LENGTH_R1': 3.1493}",True,False,,,,,,,0,466,-44.77154350293513,-388.08092598411616
4,46,M06021,57,2021-06-25 21:37:32.932420+00:00,can11,2.9738,2.9501,142.7621,5.2589,-144.585597741823,1.07657605042545,394.651735652529,189.097869871616,1.0,1.0,93.0,91.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 142.7621, 'LENGTH_R2': 2.9501, 'OFFSET_Y': 5.2589, 'LENGTH_R1': 2.9738}",True,False,,,,,,,0,46,-39.04816913596772,-137.3229752091917
4,510,M06159,51,2021-06-25 21:37:32.932420+00:00,can14,3.0416,3.0993,352.1414,167.8512,-20.2993506287248,-1.2272058446717,390.835165524292,189.778696076855,1.0,1.0,87.0,85.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 352.1414, 'LENGTH_R2': 3.0993, 'OFFSET_Y': 167.8512, 'LENGTH_R1': 3.0416}",True,False,,,,,,,0,510,50.70947207659703,-386.25881906911894
4,503,M04135,51,2021-06-25 21:37:32.932420+00:00,can16,3.0354,3.0676,388.8968,104.6579,16.564697500457,0.418870779197685,392.099343673867,191.452307801434,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 388.8968, 'LENGTH_R2': 3.0676, 'OFFSET_Y': 104.6579, 'LENGTH_R1': 3.0354}",True,False,,,,,,,0,503,-20.6613617340112,-401.59837092345794
4,201,M07502,52,2021-06-25 21:37:32.932420+00:00,can12,2.9998,3.0273,231.2494,86.5797,121.452752920371,-0.423319976341147,391.736150534193,189.88911342411,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 231.2494, 'LENGTH_R2': 3.0273, 'OFFSET_Y': 86.5797, 'LENGTH_R1': 2.9998}",True,False,,,,,,,0,201,10.891584958202046,-246.52835326973334
4,374,M05347,51,2021-06-25 21:37:32.932420+00:00,can17,3.166,2.9808,378.0372,14.3352,111.209269169534,-9.15962100601964,391.205823330202,183.334516130496,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 378.0372, 'LENGTH_R2': 2.9808, 'OFFSET_Y': 14.3352, 'LENGTH_R1': 3.166}",True,False,,,,,,,0,374,-103.09626132229408,-363.4445186763666
4,153,M05790,52,2021-06-25 21:37:32.932420+00:00,can12,3.0273,3.0731,226.0853,41.4151,-97.205195736885,1.4248426460893,391.814363327159,190.23812424754,1.0,1.0,161.0,161.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 226.0853, 'LENGTH_R2': 3.0731, 'OFFSET_Y': 41.4151, 'LENGTH_R1': 3.0273}",True,False,,,,,,,0,153,-30.44046034750866,-227.6682871950469
4,507,M03522,51,2021-06-25 21:37:32.932420+00:00,can16,2.9981,3.0731,367.9168,140.7527,103.093822963381,1.98118497127923,392.665255066406,191.061804601939,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 367.9168, 'LENGTH_R2': 3.0731, 'OFFSET_Y': 140.7527, 'LENGTH_R1': 2.9981}",True,False,,,,,,,0,507,20.098513062598162,-392.85554715511984
4,32,M06023,51,2021-06-25 21:37:32.932420+00:00,can11,2.9982,2.9971,121.9646,5.2528,108.621722575427,0.471667693845184,393.401210882319,188.332448003799,1.0,1.0,89.0,87.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 121.9646, 'LENGTH_R2': 2.9971, 'OFFSET_Y': 5.2528, 'LENGTH_R1': 2.9982}",True,False,,,,,,,0,32,-32.62136457248052,-117.55233758412703
4,525,M06160,51,2021-06-25 21:37:32.932420+00:00,can14,2.8876,3.1051,352.3497,186.0083,-176.408338007506,2.10988837126056,394.379630902759,185.954618227976,1.0,1.0,87.0,85.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 352.3497, 'LENGTH_R2': 3.1051, 'OFFSET_Y': 186.0083, 'LENGTH_R1': 2.8876}",True,False,,,,,,,0,525,67.88462850039198,-392.04233952687537
4,489,M04227,51,2021-06-25 21:37:32.932420+00:00,can16,2.9512,3.0336,367.8061,122.6487,-142.906386321082,1.64390951344306,392.733276283364,189.630714456446,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 367.8061, 'LENGTH_R2': 3.0336, 'OFFSET_Y': 122.6487, 'LENGTH_R1': 2.9512}",True,False,,,,,,,0,489,2.939914062053946,-387.1742699741626
4,217,M07503,52,2021-06-25 21:37:32.932420+00:00,can12,3.0097,3.0633,236.4541,95.6248,71.1744197222329,-1.45939995696099,392.521172909217,187.804432617207,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 236.4541, 'LENGTH_R2': 3.0633, 'OFFSET_Y': 95.6248, 'LENGTH_R1': 3.0097}",True,False,,,,,,,0,217,17.878337938986434,-254.2636783706757
4,417,M05400,51,2021-06-25 21:37:32.932420+00:00,can17,3.0284,3.0147,399.2404,14.3122,-154.946337154706,-0.0841206344337764,391.803012337869,189.541881092552,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 399.2404, 'LENGTH_R2': 3.0147, 'OFFSET_Y': 14.3122, 'LENGTH_R1': 3.0284}",True,False,,,,,,,0,417,-109.65342557486095,-383.5152822830123
4,165,M05791,52,2021-06-25 21:37:32.932420+00:00,can12,3.2041,2.9469,246.9534,23.2982,22.7422569760094,10.7474349856118,392.180899693824,189.997844133167,1.0,1.0,162.0,162.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 246.9534, 'LENGTH_R2': 2.9469, 'OFFSET_Y': 23.2982, 'LENGTH_R1': 3.2041}",True,False,,,,,,,0,165,-54.11107107305749,-241.8827548259141
4,484,M03547,51,2021-06-25 21:37:32.932420+00:00,can17,2.9887,3.0473,394.1063,77.5184,-141.928908485458,2.23996238004748,392.490250150915,190.322357013411,1.0,1.0,176.0,178.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 394.1063, 'LENGTH_R2': 3.0473, 'OFFSET_Y': 77.5184, 'LENGTH_R1': 2.9887}",True,False,,,,,,,0,484,-48.043382556833436,-398.163134371706
4,26,M06024,59,2021-06-25 21:37:32.932420+00:00,can11,2.9742,3.0615,111.5208,5.2862,-61.0886237995027,-2.93735967935839,391.996893514687,191.403277885225,1.0,1.0,170.0,170.0,-1.0,1.0,0.0,0.0,0.0,0.0,False,kpno,"set_calibrations.py; user KF; comment New armlengths and offsetsXY from carefully taken arc data on 20210623; analysis by DJE; input_file 20210625_calib/recalibration_95734.csv; archive_ref 6400; params {'OFFSET_X': 111.5208, 'LENGTH_R2': 3.0615, 'OFFSET_Y': 5.2862, 'LENGTH_R1': 2.9742}",True,False,,,,,,,0,26,-29.35906110220874,-107.63446796228916
